name,address,addressObj/country,addressObj/postalcode,addressObj/state,cuisine,description,DietaryRestrictions,Dishes,Features,latitude,longitude,localAddress,Meal Type,numberOfReviews,phone,rankingDenominator,rankingPosition,rating,rawRanking
Coffee Mechanics,"254 3rd Main Road 5th block, No.254, 1st Stage, HBR Layout, Bengaluru 560043 India",India,560043,Karnataka,        ,,   ,                       ,                            ,13.01723,77.6341,"254 3rd Main Road, 5th block, No.254, 1st Stage, HBR Layout, 560043",Lunch Dinner    ,4,+91 98809 35511,5993,1491,5,3.068021774
Ibaco,"Binnamangala 844 Hal 2nd Stage 5'th Main Road Double Road Near Indiranagar Rto Office, Bengaluru 560038 India",India,560038,Karnataka,        ,,   ,Ice Cream                       ,                            ,12.98037,77.63726,"Binnamangala 844 Hal 2nd Stage 5'th Main Road Double Road, Near Indiranagar Rto Office, 560038",     ,10,+91 99721 69534,5993,1897,4,3.050698042
Monkey Bar,"No.1, The Museum Museum Road,, Bengaluru 560001 India",India,560001,Karnataka,Indian International       ,"Guess who's back? Back again! Monkey is back. Tell a friend! Only this time we’re Edgy-ier...Vibe-ier...Booz-ier! In 2012, Monkey Bar kick-started India’s gastropub revolution. Now we’re back to create more Monkey madness. Our newly imagined gastropub of today promises a delicious culinary adventure (don’t worry, our beloved burgers are still on the menu), great cocktails and everything else that makes for a fun time out. In our menu, you’ll find regional food from India sitting pretty next to favourites from across the world; and street food from ‘patli gullies’ holding their own against culinary gems discovered down narrow lanes across the planet. Our drinks menu is inspired by popular Indian bevs, indigenous flavours and a strong zero waste philosophy. Featuring peru and chilli chaat, murabba, sharbat, cutting chai, queen pineapple, fruit leathers, and salts, our new bar menu is a standing ovation to all things cocktail. #GoBananas",   ,                       ,Reservations Outdoor Seating Seating Valet Parking Highchairs Available Serves Alcohol Full Bar Wine and Beer Digital Payments Accepts Credit Cards                   ,13.061277,77.532524,"No.1, The Museum, Museum Road,, 560001",Lunch Dinner Brunch Drinks  ,1,+91 86554 64500,76,55,5,3.042455673
Le Charcoal,"88, Jyothi Nivas College Road, Koramangala 88, Kk Center, Bengaluru 560095 India",India,560095,Karnataka,Indian        ,,Vegetarian Friendly   ,                       ,Takeout                            ,12.93327,77.61509,"88, Jyothi Nivas College Road, Koramangala, 88, Kk Center, 560095",Dinner Brunch    ,22,+91 80 4114 4114,5993,1477,3.5,3.068817139
Clove,"Ground Floor 4th Block 118 & 119 8'th B Main Road Opposite Jayanagar Shopping Complex, Bengaluru 560011 India",India,560011,Karnataka,Chinese Indian Asian      ,,   ,                       ,                            ,12.89853,77.55042,"Ground Floor 4th Block 118 & 119 8'th B Main Road, Opposite Jayanagar Shopping Complex, 560011",Lunch Dinner    ,9,+91 80 4245 4000,5993,1391,4,3.073834419
Roastopolis,"51, 46th Cross Rd, 8th Block, Cr Layout, 1st Phase, Jayanagar, Bengaluru 560070 India",India,560070,Karnataka,Italian Mexican Chinese Japanese Indian Belgian European  ,"""Roastopolis is a roof top fine dining restaurant that is centrally located in Jaya Nagar and offers a wide range of multicuisine dishes from across the world. Our restaurant features a posh ambience that is trumped only by our great service. We specialize in roast-based cuisines, providing a unique culinary experience to our guests",   ,                       ,Reservations Outdoor Seating Buffet Seating Parking Available Accepts Credit Cards                       ,12.916948,77.57983,"51, 46th Cross Rd, 8th Block, Cr Layout, 1st Phase, Jayanagar, 560070",Breakfast Lunch Dinner   ,1,+91 80 6199 3399,5993,2643,5,3.031535864
Savoury Family Restaurant,"3 20th Main Road Thavarakere, Bengaluru 560068 India",India,560068,Karnataka,Indian Mediterranean       ,,   ,                       ,Reservations                            ,13.04015,77.59959,"3 20th Main Road, Thavarakere, 560068",Dinner     ,7,+91 98451 92656,5993,1726,4,3.056711197
New Arya Bhavan,"113 New Arya Bhavan Mahatma Gandhi Road, Bengaluru 560001 India",India,560001,Karnataka,        ,,   ,                       ,                            ,12.97571,77.60506,"113 New Arya Bhavan Mahatma Gandhi Road, 560001",     ,6,+91 80 4091 3062,5993,1785,4,3.05472374
Sanman Vegetarian,"17-21, Vasavi Complex, Near Bank of India, Residency Road, Bengaluru India",India,,Karnataka,        ,,Vegan Options   ,                       ,                            ,12.96863,77.60136,"17-21, Vasavi Complex, Near Bank of India, Residency Road",     ,6,+91 80 4121 9756,5993,1669,4,3.058947802
Mustard Food Court,"1st Floor 1050 80'th Feet Road, Bengaluru 560058 India",India,560058,Karnataka,Indian        ,,   ,                       ,                            ,13.03181,77.5183,"1st Floor 1050 80'th Feet Road, 560058",     ,6,+91 80 4092 4441,5993,1762,4,3.055451393
La Casa,"5 C / 501 6'th Main Road Opposite To Croma, 2nd Block, Kalyan Nagar, Bengaluru 560043 India",India,560043,Karnataka,Chinese Indian Asian      ,,   ,                       ,Reservations Seating Table Service                          ,13.0325,77.62596,"5 C / 501 6'th Main Road, Opposite To Croma, 2nd Block, Kalyan Nagar, 560043",Lunch Dinner Drinks   ,22,+91 80 4208 4202,5993,2657,3,3.031372786
Dakshin Exotica (New Krishna Bhavan),"Mantri Square Mall, 3rd Floor, Sampige Road, Malleshwaram, Bengaluru 560003 India",India,560003,Karnataka,Indian        ,,   ,                       ,                            ,12.99278,77.57153,"Mantri Square Mall, 3rd Floor, Sampige Road, Malleshwaram, 560003",     ,4,+91 80 2356 0940,5993,2686,4,3.030846119
Empire Restaurant,"Hotel Empire International, Ground Floor, 36, Near Gangarams Book Bureau, Church Street, Bengaluru India",India,,Karnataka,Indian        ,,   ,                       ,                            ,13.0089,77.64465,"Hotel Empire International, Ground Floor, 36, Near Gangarams Book Bureau, Church Street",     ,7,+91 80 4041 4141,5993,2400,3.5,3.037101746
A2B Veg,"Old Madras Road Bhattarahalli Village, Bengaluru India",India,,Karnataka,Indian        ,,   ,                       ,                            ,13.02091,77.70813,"Old Madras Road, Bhattarahalli Village",     ,6,+91 99800 33055,5993,2397,4,3.037130356
Udupi Kitchen,"Chord Road, Vijaynagar below Vijaynagar Metro Station, Bengaluru 560040 India",India,560040,Karnataka,        ,,   ,                       ,                            ,12.9983,77.53962,"Chord Road, Vijaynagar, below Vijaynagar Metro Station, 560040",Breakfast Lunch Dinner   ,2,+91 98808 83422,5993,1909,4.5,3.050352812
Just Bake,"103/2, Doddathogur Village, Neeladri Nagar, Phase 1, Near Wipro Gate, Electronics City, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.85407,77.64387,"103/2, Doddathogur Village, Neeladri Nagar, Phase 1, Near Wipro Gate, Electronics City",     ,5,+91 74060 17888,6520,2057,4.5,3.053436518
Subway,"Ascendas Park Square Mall, Food Court, 4th Floor, Pattandur Agrahara, Itpl, Whitefield Road, Whitefield, Bengaluru 560066 India",India,560066,Karnataka,Fast Food        ,,   ,                       ,                            ,12.98289,77.73364,"Ascendas Park Square Mall, Food Court, 4th Floor, Pattandur Agrahara, Itpl, Whitefield Road, Whitefield, 560066",     ,6,+91 80 6535 4546,5993,1834,4,3.053080797
Geometry Gastro Pub,"59, 8th Main, a Block, Subramanya Nagar 2nd Stage, Rajajinagar,, Bengaluru 560021 India",India,560021,Karnataka,Asian        ,,   ,                       ,                            ,13.008962,77.56317,"59, 8th Main, a Block, Subramanya Nagar, 2nd Stage, Rajajinagar,, 560021",     ,1,,6520,3943,4,3.018773556
Love Shack,"Koramangala Ring Road Indiranagar, Opposite Dell, Above Mother Earth, Domlur, Bengaluru 560071 India",India,560071,Karnataka,        ,,   ,                       ,Reservations                            ,12.93318,77.62327,"Koramangala Ring Road, Indiranagar, Opposite Dell, Above Mother Earth, Domlur, 560071",Lunch Dinner Drinks   ,8,+91 99000 34528,5993,4733,3.5,3.009368658
A2B - Adayar Ananda Bhavan,"Bannerghatta Road 154, Opposite HSBC Bank, Bilekahalli, Bengaluru 560076 India",India,560076,Karnataka,Indian        ,,   ,                       ,                            ,12.88919,77.60229,"Bannerghatta Road, 154, Opposite HSBC Bank, Bilekahalli, 560076",     ,4,+91 1800 103 6363,5993,1634,4.5,3.060762405
Shyam Upahar,"Manjunath Complex 60 G E F Block Ft Eoad Kaigarika Nagar, Rajajinagar Industrial Estate, Bengaluru 560010 India",India,560010,Karnataka,Cafe        ,,   ,                       ,                            ,12.98446,77.55312,"Manjunath Complex 60 G E F Block Ft Eoad, Kaigarika Nagar, Rajajinagar Industrial Estate, 560010",     ,2,+91 80 4174 9189,5993,2755,4.5,3.029418945
Sagar Fast Food,"80 20'th Main Road, Bengaluru 560095 India",India,560095,Karnataka,        ,,   ,                       ,                            ,12.97756,77.47724,"80 20'th Main Road, 560095",     ,7,+91 80 2571 7878,5993,1492,4,3.067983627
Shenoy Stores,"244, 9th Main, 27th Cross, 4th Block, Opposite Archies Gallery, Jayanagar, Bengaluru 560011 India",India,560011,Karnataka,        ,,   ,                       ,                            ,12.93087,77.58384,"244, 9th Main, 27th Cross, 4th Block, Opposite Archies Gallery, Jayanagar, 560011",     ,2,+91 98440 03179,5993,3046,4,3.024693012
Urban Tamaasha,"2011, 100th Feet Rd HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru 560038 India",India,560038,Karnataka,Indian Algerian       ,,   ,                       ,Reservations                            ,12.965496,77.64177,"2011, 100th Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, 560038",     ,10,+91 80 3351 2969,5993,3145,3.5,3.023543358
Hotel Udipi Grand,"39 7th Block Nagarbhavi, Bengaluru 560072 India",India,560072,Karnataka,Indian        ,,   ,                       ,                            ,12.968922,77.50641,"39 7th Block, Nagarbhavi, 560072",     ,10,,5993,1939,3.5,3.049130678
California Pizza Kitchen,"1'st Cross Road Ground Floor, 5th Floor Koramangala Industrial Layout, Bengaluru 560034 India",India,560034,Karnataka,Italian        ,,   ,                       ,                            ,12.92392,77.63666,"1'st Cross Road, Ground Floor, 5th Floor Koramangala Industrial Layout, 560034",     ,7,,5993,2113,4,3.044080973
Biryani Hub,"746 13th Main 1st Floor, 7th Cross, 2nd Stage, Bengaluru 560076 India",India,560076,Karnataka,Indian        ,,   ,                       ,                            ,12.91355,77.60895,"746 13th Main, 1st Floor, 7th Cross, 2nd Stage, 560076",     ,5,+91 80 2668 6978,5993,2295,4,3.039400578
Spicy Punjabi Pharatha,"26/2 Marathahalli Ring Road Near RMZ Ecospace, Bellandur, Bengaluru 560103 India",India,560103,Karnataka,Indian        ,,   ,                       ,                            ,12.92279,77.6757,"26/2 Marathahalli Ring Road, Near RMZ Ecospace, Bellandur, 560103",     ,5,+91 78293 55599,5993,3019,3.5,3.025000334
Bengali Food Hotel,"57/2, Hongasandra Road, Gharvebhavi Palya, Opposite Hdfc Bank Atm, Bommanahalli, Bengaluru 560068 India",India,560068,Karnataka,Indian        ,,   ,                       ,                            ,12.89341,77.63413,"57/2, Hongasandra Road, Gharvebhavi Palya, Opposite Hdfc Bank Atm, Bommanahalli, 560068",     ,3,+91 80 4146 6621,5993,4758,3.5,3.009277821
Baba Da Dhaba,"Link Rd 4 No. 203, ground floor, Indiranagar, Bengaluru 560038 India",India,560038,Karnataka,Indian        ,,   ,                       ,                            ,12.9885,77.55937,"Link Rd 4, No. 203, ground floor, Indiranagar, 560038",     ,3,+91 80 4140 0052,5993,2045,4.5,3.045698166
Sinful Bites,"65, 10th B Main Road, Near Ashoka Pillar, 1st Block, Jayanagar, Bengaluru 560011 India",India,560011,Karnataka,        ,,   ,                       ,                            ,12.94278,77.58672,"65, 10th B Main Road, Near Ashoka Pillar, 1st Block, Jayanagar, 560011",     ,1,+91 99000 87848,5993,4923,4,3.008520365
Eat Repeat India Pvt Ltd,"N17, 24th Main Road, 1st Phase, JP Nagar, Bangalore, Bengaluru 560078 India",India,560078,Karnataka,Italian Chinese       ,"Newly Opened sheesha/cafe restaurant in JP Nagar, Bangalore. We serve Italian, Chinese, Continental, varied flavors of Mocktails and Hookah. We have an AC and Roof top Lounge. You can find us on Zomato where people have reviewed us.",   ,                       ,                            ,12.9097,77.5857,"N17, 24th Main Road, 1st Phase, JP Nagar, Bangalore, 560078",     ,0,+91 88921 77670,,,,
Udupi Upahar,"80 7th Mian Koramangala, Next to Aishwarya Supermarket, Bengaluru 560034 India",India,560034,Karnataka,Indian        ,,   ,                       ,                            ,12.96309,77.71497,"80 7th Mian, Koramangala, Next to Aishwarya Supermarket, 560034",     ,3,+91 95355 55553,5993,2185,4,3.042254925
Armani Kabab Centre,"365 B 5 Austin Tower Richmond Road, Bengaluru 560008 India",India,560008,Karnataka,Chinese        ,,   ,                       ,                            ,12.96981,77.61675,"365 B 5 Austin Tower Richmond Road, 560008",     ,3,+91 99868 30385,5993,2408,4.5,3.036946297
Adyar Ananda Bhavaan,"490, Hyderabad - Bangalore Hwy, Nehru Nagar, Sonnappanahalli, Bengaluru 560077 India",India,560077,Karnataka,Indian        ,,   ,                       ,                            ,11.690633,78.11829,"490, Hyderabad - Bangalore Hwy, Nehru Nagar, Sonnappanahalli, 560077",     ,1,,5993,2080,5,3.044926405
Blue Moustache,"116 Industrial Area Kormangala, Bengaluru 560034 India",India,560034,Karnataka,Bar Pub       ,,   ,                       ,Seating Table Service                           ,12.98255,77.5325,"116 Industrial Area, Kormangala, 560034",     ,11,+91 98800 72617,5993,3158,3.5,3.023391247
Upsouth,"96, 5th Cross, Block 6th, 60 Feet Road, Near Central Bank of India, Koramangala, Bengaluru India",India,,Karnataka,        ,,Vegetarian Friendly   ,                       ,                            ,13.024921,77.53946,"96, 5th Cross, Block 6th, 60 Feet Road, Near Central Bank of India, Koramangala",     ,9,+91 80 2550 3366,5993,4257,3,3.011764765
Shibhog,"Yeshwantpur, service lane, opp Taj vivanta, Bengaluru India",India,,Karnataka,        ,,Vegetarian Friendly   ,                       ,                            ,13.02797,77.54119,"Yeshwantpur, service lane, opp Taj vivanta",     ,1,,5993,3170,5,3.02325511
The Secret Chapter,"Doctor MC Modi Hospital Road 2nd Floor, MK Towers, Bengaluru 560079 India",India,560079,Karnataka,Chinese Indian Fast Food Asian Street Food    ,"A fantastic pub in the city where you may enjoy music, dance, comedy, karaoke, and live screenings while also savoring delectable food, mocktails, and cocktails.Have fun at the bar. Every day of the week, whether it's a workday or the weekend, we're open and have everything from Asian to Continental to Indian cuisine to satisfy your cravings.",   ,                       ,Delivery Reservations Private Dining Seating Cash Only Accepts Credit Cards                       ,13.00856,77.54904,"Doctor MC Modi Hospital Road, 2nd Floor, MK Towers, 560079",Lunch Dinner Brunch Late Night Drinks ,0,+91 99455 66588,,,,
Domino's Pizza,"Sahakara Nagar Main Road Ground Floor, Diamond Arcade, Bengaluru 560092 India",India,560092,Karnataka,Pizza        ,,   ,                       ,                            ,13.06352,77.58549,"Sahakara Nagar Main Road, Ground Floor, Diamond Arcade, 560092",     ,6,+91 80 2362 7771,5993,2038,4,3.045974255
